timestamp,text,,,,,
12/25/2021 11:08,@danawallet Halo DANA lagi error kah? Transaksi gagal dan setelah di cancel tapi kok uangnya ga balik ke saldo ya?,,,,,
12/25/2021 11:04,Ini bukti transaksinya @danawallet,,,,,
12/25/2021 11:03,Dear @danawallet ,,,,,
12/25/2021 10:48,@danawallet @tarorubby Pelayanan kurang memuaskan..,,,,,
12/25/2021 10:47,@danawallet Min, cek DM plissssss,,,,
12/25/2021 10:42,@ymahfi @danawallet Samaa bgt kak smpe skrg blm masuk jg,,,,,
12/25/2021 10:41,@danawallet SALDO GUA BELUM MASUK WOI TOP UP DARI MANDIRI, KALO EMANG GA ADA KEJELASAN MENDING BALIKIN AJA DEH 2,7JT ATAU MAU VIRAL?,,,
12/25/2021 10:40,@mcjsluvvvv @danawallet Haha sama," aku udah nunggu sesuai janji 5x24 jam sampai sekarang beluman. Ampun:"")",,,,
12/25/2021 10:38,@mandiricare @danawallet,,,,,
12/25/2021 10:20,@danawallet sore, kenapa saya top up lewat mandiri engga masuk ya saldonya? tapi saldo rekening saya juga udah berk… https://t.co/IVvdR6ZhFN,,,,
12/25/2021 10:20,@danawallet dana duitku nyangkut dmn hey,,,,,
12/25/2021 10:12,@danawallet Hai admin tolong di cek laporan tiket no 5600169924 saya cek di aplikasi dana kok dianggap sudah selesa… https://t.co/KwsYIcSHhp,,,,,
12/25/2021 10:12,@danawallet MOHON DITINGKATKAN KEMBALI KECEPATAN LAYANAN MENANGGAPI LAPORAN YA PLIS BGT,,,,,
12/25/2021 10:10,@danawallet saya udah top up 1,0,000 tapi masih belum masuk juga https://t.co/qxRasJNOV1,,,
12/25/2021 10:09,@woilahgas @danawallet Kasus sama persis nih asli .. gimana ya solusinya?,,,,,
12/25/2021 10:09,@danawallet MOHON DITINGKATKAN KEMBALI KECEPATAN LAYANAN MENANGGAPI LAPORAN YA PLIS BGT,,,,,
12/25/2021 10:06,@blubybcadigital udah ada @danawallet nih tapi percuma sih ga gw pake top up nya soalnya kena admin. mendingan… https://t.co/j5fohoYlJc,,,,,
12/25/2021 9:58,saya ada 2 kali transaksi topup  dana tapi yang masuk cuma 1 transaksi, itu kenapa ya? @danawallet https://t.co/YQ4KtjgNjn,,,,
12/25/2021 9:49,@danawallet min, saldo DANA saya terpotong 159rb utk pembayaran Apple Service padahal tidak pernah beli sama sekali. Bantuannya min,,,,
12/25/2021 9:48,@danawallet Kak saya transfer dana ke shopeepay dari jam 7 sampe sekarang statusnya menunggu, tolong ditanganin dong kak😭😭,,,,
12/25/2021 9:39,@danawallet Sudah di DM ya mhn bantuannya segera di proses, minta tolong ini jgn sampai ga ada tindak lanjut mengin… https://t.co/eGkQZVS5pe,,,,
12/25/2021 9:36,@ymahfi @danawallet Saya juga sama persis nih,,,,,
12/25/2021 9:29,@danawallet kenapa saat sy mau isi saldo Dana sering begini ? Kadang bisa sering rusak. https://t.co/K03pazVwVd,,,,,
12/25/2021 9:29,@fidssar @danawallet sama si ka suruh tunggu kurleb 5harian:(,,,,,
12/25/2021 9:24,@danawallet help ! Dana masa harus nunggu 2 hari kerja sih???,,,,,
12/25/2021 9:24,@danawallet help! Top up dana barusan kok saldo tidak bertambah gimana sih ya .. urgent bgt nih,,,,,
12/25/2021 9:23,@ecomshitposting @danawallet Pending sehari udah lama banget itu,,,,,
12/25/2021 9:23,@danawallet Hai min, sudah di lakukan ya min. Tapi tetap tidak membantu. Terima kasih,,,,
12/25/2021 9:22,@allyxharuuu @danawallet Dana lagi error gak sih?,,,,,
12/25/2021 9:19,@danawallet min saya baru topup dari Livin by mandiri, senilai 152.000. Tapi kok nggak ada ya di saldo saya? Sement… https://t.co/xKW3qVcUYQ,,,,
12/25/2021 9:10,@danawallet ini apps ada masalah apaan sih? Udah narik saldo without permission, skrg account ke suspend. Cs yg ter… https://t.co/tO2TOMGaYt,,,,
12/25/2021 8:47,@danawallet min cek dm,,,,,
12/25/2021 8:44,@mcjsluvvvv @danawallet Trus kata CSnya apa Kak? Udah telp juga kok, ya jawabannya mah sedang diproses dan tunggu a… https://t.co/jPBkoHgTBj,,,,
12/25/2021 8:43,@danawallet Oke udah 2x24 jam gak balik .. aku hubungi cs ya.,,,,,
12/25/2021 8:38,@danawallet info top up dari mandiri blm masuk dari pagi, mohon segera di bantu solusinya terimakasih,,,,
12/25/2021 8:29,@zzahfirani @danawallet @danawallet ayo admin tolong kabar baiknya yaa, huhuu,,,,
12/25/2021 8:20,@ecomshitposting @danawallet Dana emang lagi sering masalah. Ga kayak dulu,,,,,
12/25/2021 8:20,@danawallet saya transaksi dr jam setengah10 pagi dri livin ke dana ga masuk2. Udh lapor tp gaada respon yg pasti. Tlg cek dm,,,,,
12/25/2021 8:16,@danawallet @urname0_ min problemku sama, uda lapor dari jam 12 masa sampe sekarang gada respon sama sekali,,,,
12/25/2021 8:08,@danawallet min transaksi dari jam 10 sampe sekarang pending terus. tolong bantuannya min uda lapor tapi tetep gada… https://t.co/OW1nsMifBG,,,,,
12/25/2021 8:03,@jiuncityx @danawallet mjb kak, mau tanya kalo gaada waktu nya kaya gitu gimana ya? bakal kekirim apa ga ya huhu,,,,
12/25/2021 8:00,Balada Dana,,,,,
12/25/2021 7:49,@danawallet Tolong segera dibantu saya ga mau berlarut berhari2 uangnya mau dipakai transaksi..saya lihat case yang… https://t.co/rTT71QQgtj,,,,,
12/25/2021 7:43,@danawallet Sudah di DM ya mhn bantuannya segera di proses, minta tolong ini jgn sampai ga ada tindak lanjut mengin… https://t.co/cnXhzhcgnI,,,,
12/25/2021 7:27,@danawallet hallo kak. Saya sudah topup dari mandiri ke dana namun belum masuk2 ke saldo dana saya. Apakah memang l… https://t.co/iMeiz4Gbuy,,,,,
12/25/2021 7:25,@danawallet Udah tapi daritadi ngantri mulu, uang nya nih butuh loh , pelayanannya jelek banget, plis bgt deh,,
12/25/2021 7:21,@santikusumas @danawallet Mjb, saldo dana mu udah masuk blm ya?,,,,
12/25/2021 7:19,@danawallet Kelamaan prosesnya,,,,,
12/25/2021 7:15,Ayolah balikin duit gue, masa dari tadi antrian gak selesai2 heran bngt @danawallet @danawallet,,,,
12/25/2021 6:53,@danawallet Min tolong cek DM ya urgent🙏,,,,,
12/25/2021 6:31,@PoinLiVin109 @danawallet Saya sudah telp jg ke mandiri dan dana semoga cepet selesai entah refund atau masuk ke da… https://t.co/aLTUq7vC5c,,,,,
12/25/2021 6:27,@ymahfi @danawallet Halo kak, maaf ya sudah buat kakak terkendala. Agar dapat mimin lakukan pengecekan bisa kakak i… https://t.co/8ydX1jtJAN,,,,
12/25/2021 6:26,@danawallet Saya topup dr bank mandiri sejak jam 10.30 sampe skrg belum masuk, dari bank mandiri transaksi berhasil… https://t.co/jMDj47lBLr,,,,
12/25/2021 6:25,@danawallet Min tolong baca DM bantu saya please,,,,,
12/25/2021 6:08,@fidssar @danawallet telpon aja ka,kayanya  kalo wa sama email lama. aku juga tadi udh telpon di angkat ko ka sma cs nya dibantu cek,,,,
12/25/2021 6:01,@danawallet hallo, saya top up dana lewat mandiri live, saldo berkurang tapi top up dana tidak masuk. Saya coba sek… https://t.co/ErAgKrFFZd,,,
12/25/2021 5:57,Alhamdulillah dapet voucher 20ribu.. thank you @danawallet &amp; @tix_id,,,,,
12/25/2021 5:52,@danawallet kalo tarik saldo di Alfamart aku lihat maksimal 3 kali itu perbulan apa awalnya aja?,,,,,
12/25/2021 5:50,@mcjsluvvvv @danawallet Belum, apalagi pada libur gini kali ya weekend dan libur natal. Tunggu Senin lagi inimah😟 S… https://t.co/Riy2MXBJDI,,,,
12/25/2021 5:45,Donasi digital kini bisa bayar dengan Dompet Digital @danawallet . Yuk manfaatkan, klik https://t.co/fFez4dxVKV dan… https://t.co/f4C9K4Ff4T,,,,
12/25/2021 5:44,@danawallet untuk penggantian password apa bisa melalui wa?,,,,,
12/25/2021 5:44,@danawallet selamat siang, saya tadi pagi transfer dana ke rekening mandiri dan sampai saat ini dananya blom masuk.mohon bantuannya,,,,
12/25/2021 5:40,@danawallet kak mohon bantuannya yaa saya ada kendala terima kiriman uang via dana link,,,,,
12/25/2021 5:32,@fidssar @danawallet sampe sekarang blm di refund juga ka?semoga cepet selesai aku ini bingung bgt udh hari trs uan… https://t.co/tRKze6ievV,,,,,
12/25/2021 5:20,@danawallet kenapa akun dana saya tidak bisa klaim voucher A+ reward?,,,,,
12/25/2021 5:12,"@danawallet Min syaa top up saldo dri mandiri ko g masuk"" ya",,,,,
12/25/2021 4:39,@mcjsluvvvv @danawallet Sabar sabar aja kalau udah ada trouble sama DANA. Aku juga 12 hari belum direfund:))) tiap… https://t.co/BkeDvDKxdJ,,,,,
12/25/2021 4:35,@danawallet Udah lapor tapi belum ada tanggapan , berapa lama ya saldonya masuknya ? Mohon bantuannya @danawallet,,,,
12/25/2021 4:17,@danawallet Ya baca di resolution center yg saya sampaikan di aplikasi. Sdh berhari-hari gk ditanggapin,,,,,
12/25/2021 4:12,@danawallet cek DM dong. Saya top up knp sampe skrg ga masuk2 uangnya?!,,,,,
12/25/2021 3:53,@Walskeee @danawallet ini jadinya gimana kak?tetep disuruh bayar sama DANA nya?,,,,,
12/25/2021 3:53,@Walskeee @danawallet kak sama banget nih gaada konfirmasi apapun tbtb disuruh bayar tagihan padahal saya udah ga pakai apple music,,,,,
12/25/2021 3:44,@danawallet hallo min saya top up dana ini gak masuk gimana ya? dan saldo di rekening berkurang. sdgkan saya top up… https://t.co/poelGaHJ1N,,,,,
12/25/2021 3:20,@danawallet @danawallet hallo, kenapa uang yang di transfer dari bank gak segera masuk ke dana? Padahal nyoba lagi langsung masuk,,,,
12/25/2021 3:13,@danawallet @danasupport ,,,,,
12/25/2021 2:47,@danawallet ga di whatsapp ga di twitter cs nya gaada yg responsif😭 takut bgt pake dana kalau tbtb ada yg urgent tr… https://t.co/MdkWeJONLn,,,,,
12/25/2021 2:41,@danawallet mesti diviralin dulu di tiktok baru fast respon😭,,,,,
12/25/2021 2:40,@danawallet bales min saya rugi bgt nih apple music ga dipake tapi dana paylater tbtb kesedot aja tanpa konfirmasi dulu,,,,,
12/25/2021 2:38,@danawallet paylater main narik payment aja gaada konfirmasi atau gimana serem bgt kyk scam,,,,,
12/25/2021 2:32,@danawallet Saya juga udh ngelakuin sesuai dm kok min galama setelah mimin bales tapi masih di lock akunnya,,,,,
12/25/2021 1:59,@danawallet lagi trouble? topup dana masih belum masuk,,,,,
12/24/2021 22:01,@danawallet lagi error apa gimana ya? mau tf gini terus daritadi https://t.co/SSk6qDUAUy,,,,,
12/24/2021 21:00,@danawallet miiin aku kok abis top up tapi saldonya belom masuk ya,,,,,
12/24/2021 18:33,@juz_reader @hanacchiii @PermataBank @bankneocommerce @hanacchii @danawallet Tadi sekitar jam 10.43 dah balik ke ak… https://t.co/pqwW7yyDYF,,,,,
12/24/2021 18:31,@danawallet min apakah ada booth dana di daerah Jakarta Selatan ya?,,,,,
12/24/2021 18:09,@abahaled @hanacchiii @PermataBank @bankneocommerce @hanacchii @danawallet berapa lama om baru bisa refund?,,,,,
12/24/2021 18:05,@blmguasuapin @danawallet huhuhuhu sama banget kak! 😭 aku dah mau seminggu ini, sakit hati bangett. Mana perlu banget 😭😭,,,,
12/24/2021 17:54,@JuniarChristien @danawallet @tokopedia @AceHardware Embeeer 😂,,,,,
12/24/2021 17:51,@JuniarChristien @danawallet @tokopedia @AceHardware Nah itu makanyaaa.. hahaha,,,,,
12/24/2021 17:48,@JuniarChristien @danawallet @tokopedia @AceHardware Pengen yg kaya gini deh.. ada jembatannya 😅 https://t.co/zs8Oe27vn9,,,,,
12/24/2021 17:47,@JuniarChristien @danawallet Lucu niih.. dulu sempet pengen beli tp stand meter gue tuh tinggi banget, gue aja haru… https://t.co/KkqpB3KDB8,,,,
12/24/2021 17:42,@danawallet udah saya telepon udah saya wa udah saya email tinggal responnya aja min,,,,,
12/24/2021 17:41,@JuniarChristien @danawallet @tokopedia @AceHardware Boleh deh.. ntar wa aja ya.. gue cari2 tempatnya dulu, di gara… https://t.co/y1XObS4jua,,,,
12/24/2021 17:34,@JuniarChristien @danawallet Gue selama ini bikin sendiri kalo rak, pakenya emang jati papannya, itu yg bikin berat… https://t.co/L0MNgt1jaK,,,
12/24/2021 17:31,@JuniarChristien @danawallet @Belle_Jess Lucuuu… 😘❤️,,,,,
12/24/2021 17:30,@danawallet saya sudah email blm dapat balasan mohon segera diproses yaa min karena butuh cepat ini.,,,,,
12/24/2021 17:28,@JuniarChristien @danawallet Apa gue minta pak nana bikinin aja ya buat mereka, biar gak rese 😅,,,,
12/24/2021 17:26,@JuniarChristien @danawallet Itu kuat ya buat kucing?,,,,,
12/24/2021 16:49,@BahagiaSuer @maskoeki @danawallet @PinjollersOfcl Jangan dong🥲,,,,,
12/24/2021 16:41,@moochibolala @danawallet itu no wa nya ada di bio nya kaa,,,,,
12/24/2021 16:38,kak? ini bukan yang asli ya? @danawallet,,,,,
12/24/2021 16:01,@danawallet hallo kak, kenapa uang yang di transfer dari bank sudah satu jam gak masuk ke dana? terima kasih.,,,,
12/24/2021 15:44,saldo segala nyangkut di dana mana butuh cepet @danawallet tolong diproses secepatnya https://t.co/CLvPGlz1kr,,,,,
12/24/2021 15:41,@danawallet cara topup gopay dr dana gmn?,,,,,
12/24/2021 15:41,@abelmbois @AdiProfita @danawallet @ojkindonesia kalo punya gua kayak gini gabisa transfer/top up kemana2 https://t.co/1oJexoAnHo,,,,,
12/24/2021 14:47,@InugamiEugene @danawallet udah bisa blm bro ?,,,,,
12/24/2021 14:47,@danawallet udah off kak jam segini ?,,,,,
12/24/2021 14:44,@danawallet kapan email dibalas lg ya? Mesti di mention trus baru di followup.. kapan kelarnya min.,,,,,
12/24/2021 14:22,@InugamiEugene @danawallet sama,,,,,
12/24/2021 14:22,@danawallet di add gambar di take gambar gak bisa.. udah dicoba di android iphone ttp aja .. mohon bantuannya saya… https://t.co/IYNzQySg4x,,,,,
12/24/2021 14:07,@danawallet min kenapa dana saya tidak bisa transfer https://t.co/FUxOkxfHRQ,,,,,
12/24/2021 13:53,@danawallet halo min, saya ada salah pin 3x dan akun saya terblokir, telfon cs namun sampai habis pulsa banyak tp r… https://t.co/AIuopJm5ro,,,
12/24/2021 13:37,@abahaled @hanacchiii @bankneocommerce @hanacchii @danawallet Jika masih ada pertanyaan lainnya, silakan Bapak/Ibu… https://t.co/JY7MtJiEgT,,,,
12/24/2021 13:33,@danawallet hallo min lagi error kah apa gimana ya? Mau tf sistem sibuk terus https://t.co/Yj5gGxyFJP,,,,,
12/24/2021 13:19,@fidssar @danawallet Sama 😂😂😭. @danawallet nggk punya CS, cuman bot 😂,,,,
12/24/2021 13:16,Halo Min, boleh cek dmnya? @danawallet,,,,
12/24/2021 13:07,Woi ini kenapa gini, udah 2x ga jelas anjir ah. Mnta kejelasan diputer puter mulu. @GooglePlay @danawallet https://t.co/UP13Z9s4O8,,,,
12/24/2021 12:48,@danawallet cek dm min,,,,,
12/24/2021 12:43,@danawallet tolong min 11819140 aku sudah reply email tapi belum ada kejelasan lagi. Tolong dong gimana biar saya jelas ini mesti gimana..,,,,,
12/24/2021 12:03,#danapenipu @danawallet banyak korban uang nyangkut gak jelas, akun tbtb dibekuin, uang hilang di saldo. Hadeeeh problematik.,,,
12/24/2021 11:38,@danawallet halo Dana ID, mau tanya donk ini aku mau upgrade ke premium tapi ko selalu error connection padahal koneksi ku full,,,,
12/24/2021 11:37,@danawallet Ini kenapa masih ada notifikasi di akun saya, dari tanggal 15/12/2021 sejak uang dana saya hilang, hing… https://t.co/b4rthPHeHf,,,
12/24/2021 11:28,@danawallet ka, aku cba upgrade akun DANA aku, tapi pas mau foto ktp selalu error check connection padahal wifi dan sinyal kartunya full,,,
12/24/2021 11:24,@hi_cacalatte @danawallet persis.,,,,,
12/24/2021 11:23,@jkyol10 @danawallet Aku jg gamau pake dana lagi wkwkw, mending pake si ungu 😄,,,,
12/24/2021 11:21,@jkyol10 @danawallet Hahh? Kok bisaa??,,,,,
12/24/2021 10:29,@santikafebriany @danawallet @tix_id dana nya harus premium ga nder?,,,,,
12/24/2021 10:28,@danawallet pihak Dana berbelit-belit? jawaban yg sy minta, transkrip data lengkap akun google apa ,siapa dan utk a… https://t.co/vCxB2Gfp8E,,,
12/24/2021 10:24,@danawallet Udah, Min. Yang error steam-nya. Thanks. https://t.co/Kx2jDI9I2E,,,,
12/24/2021 10:23,@danawallet tolong dong ka, respon sana sini lama bgt. Masa harus nelpon cs terus biar bisa tau gimana lanjutnya se… https://t.co/NisoVMEuFF,,,,
12/24/2021 10:21,@danawallet Wah bisa buat persiapan bagi2 thr di tahun baru nih 🥳,,,,,
12/24/2021 10:21,RT @danawallet: Bagiin DANA Kaget, ramein Natal &amp; Tahun Baru yuk! Udah siap liburan? Nah biar akhir tahun makin seru, jangan lupa bagiin DA…,,,
12/24/2021 10:14,@danawallet @tix_id Nonton sm kesayangan bayarnya pake dana emg paling simple ❤,,,,,
12/24/2021 10:10,Halo @Telkomsel ,,,,,
12/24/2021 10:09,RT @danawallet: Wah! Keceee banget emang film Spider-Man: No Way Home nih ulasannya, ⭐⭐⭐⭐⭐ mantap. Wajib di tonton di bioskop kesayangan ka…,,,,
12/24/2021 10:06,@danawallet Bentar lagi tahun baruuu 🥳🥳,,,,,
12/24/2021 10:06,RT @danawallet: Yuk simpan kartu bank di DANA dan nikmatin banyak manfaat promo yang bisa kamu dapetin yang pastinya cocok untuk rayain Nat…,,,,,
12/24/2021 9:53,Tinggal 2 hari lagi niih giveaway @danawallet 🥳🥳🥳 yuk yang belum ikutan cuss melipir ke IGnya @danawallet,,,,,
12/24/2021 9:53,Bukan cuma buat bayar tagihan atau jajan-jajan di merchant kesukaan kalian, tapi DANA juga bisa jadi solusi buat no… https://t.co/qhi6qO8ViY,,,,
12/24/2021 9:53,@3k4ry @danawallet Kak udah lapor OJK?,,,,,
12/24/2021 9:52,Kenapa sih suka banget pake DANA? Kata mereka yang gak tau betapa baiknya DANA ngasih kemudahan kirim uang tanpa… https://t.co/2WUo0MW08w,,,,,
12/24/2021 9:52,10 KALI BEBAS ADMIN KIRIM UANG KE LAIN BANK!!!!,,,,,
12/24/2021 9:37,@danawallet hallo min, top up uang dan auto ke debet tgl 21 buat bayar icloud, ko tgl 24 nya masih nagih pembayaran icloud ya?,,,
12/24/2021 9:34,@danawallet cek dm ya ka,,,,,
12/24/2021 9:25,@xxmtqo @danawallet iya ini udah kirim berapa persyaratan dan tetep aja itu terus yang diminta,,,,,
12/24/2021 9:19,@danawallet mohon direspon DM,,,,,
12/24/2021 9:16,@danawallet Hi, Min,,,,
12/24/2021 8:41,@AdiProfita @danawallet @ojkindonesia Buset wkwkw wajib uninstal aplikasinya kalau udah beres mah 😂,,,,,
12/24/2021 8:39,@danawallet min ini knp gak bisa terus? https://t.co/Hm7a1kCACq,,,,,
12/24/2021 8:30,HP hilang! Udah dm dr td di Ig. Ga ada respon. @danawallet,,,,,
12/24/2021 8:23,@danawallet cek dm min,,,,,
12/24/2021 8:22,@danawallet Halo admin kenapa keluhan saya tidak ditanggapi via IG dan Email, mohon dibantu,,,,
12/24/2021 8:18,@alsaaaaai @HSBC_ID @danawallet Hati hati. Selain saya ada orang lain jga yang tiba tiba hilang uangnya. Kendala sa… https://t.co/LtswCuj1S5,,,,,
12/24/2021 8:13,@SSchnellHendric @WiebimZ @danawallet pihak DANA spt memang sengaja, cara utk cuci tangan dan spy yg komplain lelah… https://t.co/2RnikyOhhi,,,,
12/24/2021 8:11,@WiebimZ @danawallet laporan @ojkindonesia saya melakukan hal tsb utk kasus saya. ada ditwit saya .,,,,,
12/24/2021 8:10,@veknee @danawallet lapor @ojkindonesia kak, kasus kehilangan dana sy sdh sejak tgl 15/12/21 muter2 jawabannya dan… https://t.co/uiVaXUViS2,,,,
12/24/2021 8:02,@hi_cacalatte @danawallet gua buat laporan via email udah, telfon udah, via app juga udah... sama aja diminta persyaratan mulu, ga efisien,,
12/24/2021 8:01,Hallo @danawallet Min, tadi aku beli pulsa pakai aplikasi dana kok proses terus,... Pulsa belum masuk2 dan refund j… https://t.co/JPGRObadZ4,,,
12/24/2021 8:00,@hi_cacalatte @danawallet asli bener banget,,,,,
12/24/2021 7:57,seribet itu proses pembukaan akun di @danawallet yak.,,,,,
12/24/2021 7:54,@hanacchiii @PermataBank @bankneocommerce Silahkan mbak @hanacchii, hanya menginformasikan bahwa dana saya sudah ke… https://t.co/kPzvJJXIdy,,,,
12/24/2021 7:50,@danawallet 26 Tahun.,,,,,
12/24/2021 7:39,@abelmbois @danawallet @ojkindonesia Nihh liat sama kan, malah lama gua 😂tu dana bangkrut kali ya https://t.co/Gx99BRDJrG,,,,
12/24/2021 7:27,@danawallet Ngk boleh buat laporan baru lah supaya segera ditangani...padahal bukan salah kami lho...staff alfam*rt… https://t.co/0QHAYaeZHW,,,,,
12/24/2021 7:25,@danawallet Kecewa banget sama dana...akun saya sdah premium...tapi keluhan tdak segera ditindaklanjuti sampai vouc… https://t.co/C1fSkCwFwC,,,,,
12/24/2021 7:01,@danawallet Cukup modal minimal 50k dan punya rekening bank bisa affiliansi di jamin profit tiap hari dan hubungi s… https://t.co/UXbyQIpUiJ,,,,,
12/24/2021 6:44,@danawallet Halo admin, ini knp yaa ke logout sendiri dan gabisa login lg eror kah?? https://t.co/FR7ePRLOsj,,,,
12/24/2021 6:17,@danawallet Siap kak PF,,,,,
12/24/2021 6:11,@danawallet tolong cek dm ka, urgent bgt. Saya sudah contact dana via dm, via email, via whatsapp, via aplikasi gad… https://t.co/4mkcHrK2ih,
12/24/2021 6:11,@danawallet halo minn, mau tutup akun, gmana caranya yaa?,,,
12/24/2021 6:08,@danawallet cek dm kak,,,,,
12/24/2021 5:36,Dear @HSBC_ID server HSBC apakah sedang offline? Karena dari pagi saya mencoba transfer dari @danawallet ke rekenin… https://t.co/50WvRhw02N,,,,,
12/24/2021 5:03,@danawallet permisi, apakah dana error? Kenapa nomorku ga bisa dikirimin duit ya 😫,,,,
12/24/2021 5:03,@hcbmgyu @KemekKemekButet @danawallet Iya Kak, gedeg banget sama aplikasi gak responsif begini. Udah 3 tahunan paka… https://t.co/63pNNCH2ns,,,,
12/24/2021 4:53,@nadanadhii @WiebimZ @danawallet Punyamu udh masuk blm ka?,,,,,
12/24/2021 4:38,terhitung udah 10hari dr tanggal laporan, dan 13 hari dari tanggal transfer, dana yang katanya udh sukses terkirim… https://t.co/vYAIZq8bCe,,,
12/24/2021 4:16,@danawallet min ini kenapa ya?,,,,,
12/24/2021 3:39,@fidssar @KemekKemekButet @danawallet Serius??? Akuu mau byr ukt ini duh😭😭,,,,,
12/24/2021 3:34,@danawallet izin bertanya kalau top up atau transfer sesama pengguna dana itu termasuk transaksi bukan ya? soalnya… https://t.co/nuK0wXHeBx,,,,,
12/24/2021 3:33,Akun DANA Tidak Bisa Mendapatkan Benefit A+ Rewards - https://t.co/yopiHO7q8a CC @danawallet,,,,,
12/24/2021 3:16,@hcbmgyu @KemekKemekButet @danawallet Udah 12 hari belum mantap gak:),,,,,
12/24/2021 3:03,@ryusabel @danawallet Baik kak :),,,,,
12/24/2021 2:58,@danawallet LU MAINTENENCE APA GOBLOK SI,,,,,
12/24/2021 2:56,@indopremier @danawallet Oke, cek dm min,,,,
12/24/2021 2:54,@ryusabel @danawallet Mohon maaf atas ketidaknyamanannya kak, mohon infokan nama lengkap dan customer code kakak vi… https://t.co/xvv6gGaxT5,,,,
12/24/2021 2:53,@indopremier min toleransi waktu pas isi saldo RDN berapa menit? Udah tf mayan lama belom nyampe ke RDN nih dananya. Tf pake @danawallet,,,,,
12/24/2021 2:26,@danawallet Admin kenapa ya ini akun saya ga premium lagi terus pas saya mau balik premium tulisannya ktp saya sudah dipakai?,,,,,
12/24/2021 1:38,@Cry0tic_ @danawallet Aku udh 3 minggu kak mana help centernya ga jelas lgi balesnya. Udah deh jgn pake DANA lagi,,,,,
12/24/2021 1:36,@devirhyn @danawallet JANGAN PAKE DANA KAK, UANGKU 1JT DITILEP DIURUS GA DIBALES2 SAMA PIHAK DANANYA.,,,,
12/24/2021 1:36,@danawallet Udh tp gd respon?,,,,,
12/24/2021 1:35,@KemekKemekButet @danawallet Kirain cuma aku aja ternyata emg gini semua yaaa DANA HAHAHA UANGKU 1JT UDAH 3 MINGGUA… https://t.co/4V74kT77W5,,,,,
12/24/2021 1:09,@KemekKemekButet @danawallet Kak maaf mau tanya.. saldonya udh masuk kah? Aku gitu jg soalnya😭🙏🏻,,,,,
12/24/2021 0:36,@danawallet min? Saya ga buka 2 hari pas buka tiba tjba akunnya ke lock? Kenapa? https://t.co/C7vW2AfEIe,,,,,
